Tick,Color,WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,path,weight,name,description,type,pictures,pic_width,pic_height,new_width,new_height,new_size,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,stroop_trials.thisRepN,stroop_trials.thisTrialN,stroop_trials.thisN,stroop_trials.thisIndex,emotion_trials_pos.thisRepN,emotion_trials_pos.thisTrialN,emotion_trials_pos.thisN,emotion_trials_pos.thisIndex,emotion_evaluation_pos.thisRepN,emotion_evaluation_pos.thisTrialN,emotion_evaluation_pos.thisN,emotion_evaluation_pos.thisIndex,emotion_trials_neg.thisRepN,emotion_trials_neg.thisTrialN,emotion_trials_neg.thisN,emotion_trials_neg.thisIndex,emotion_evaluation_neg.thisRepN,emotion_evaluation_neg.thisTrialN,emotion_evaluation_neg.thisN,emotion_evaluation_neg.thisIndex,text_welcome_screen.started,text_welcome_screen.stopped,key_resp_welcome_screen.keys,key_resp_welcome_screen.rt,key_resp_welcome_screen.started,key_resp_welcome_screen.stopped,text_baseline_screen.started,text_baseline_screen.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,rating_baseline.response,rating_baseline.rt,text_stress_screen.started,text_stress_screen.stopped,sound_1.started,sound_1.stopped,rating_stress_part_one.response,rating_stress_part_one.rt,rating_stress_part_one.started,rating_stress_part_one.stopped,key_resp_stress_part_two.keys,key_resp_stress_part_two.rt,key_resp_stress_part_two.started,key_resp_stress_part_two.stopped,rating_stress_part_two.response,rating_stress_part_two.rt,rating_stress_part_two.started,rating_stress_part_two.stopped,text_cooldown_countdown.started,text_cooldown_countdown.stopped,text_cooldown_measurement.started,text_cooldown_measurement.stopped,rating_cooldown.response,rating_cooldown.rt,rating_cooldown.started,rating_cooldown.stopped,image_emotion_meas_pos.started,image_emotion_meas_pos.stopped,image_emotion_evaluation_pos.started,image_emotion_evaluation_pos.stopped,rating_emotion_evaluation_pos.response,rating_emotion_evaluation_pos.rt,rating_emotion_evaluation_pos.started,rating_emotion_evaluation_pos.stopped,image_emotion_meas_neg.started,image_emotion_meas_neg.stopped,image_emotion_evaluation_neg.started,image_emotion_evaluation_neg.stopped,rating_emotion_evaluation_neg.response,rating_emotion_evaluation_neg.rt,rating_emotion_evaluation_neg.started,rating_emotion_evaluation_neg.stopped,text_ending_screen.started,text_ending_screen.stopped,participant,session,startTime,date,expName,psychopyVersion,frameRate,
156,green,,,,,,,,,,,,,,,,,0,154,154,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.7844582000107,580.2841188000166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
157,green,,,,,,,,,,,,,,,,,0,155,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.7863419000059,581.285953100014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
158,green,,,,,,,,,,,,,,,,,0,156,156,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.7879656000005,582.2877278999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
159,green,,,,,,,,,,,,,,,,,0,157,157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.7948300999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
160,green,,,,,,,,,,,,,,,,,0,158,158,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.7947320000094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
161,green,,,,,,,,,,,,,,,,,0,159,159,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.7891802999948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
162,green,,,,,,,,,,,,,,,,,0,160,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.7893492000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
163,green,,,,,,,,,,,,,,,,,0,161,161,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.7852915000112,587.2850829999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
164,green,,,,,,,,,,,,,,,,,0,162,162,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.7903848999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
165,green,,,,,,,,,,,,,,,,,0,163,163,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.7896961999941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
166,green,,,,,,,,,,,,,,,,,0,164,164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.7908639000088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
167,green,,,,,,,,,,,,,,,,,0,165,165,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.7916613999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
168,green,,,,,,,,,,,,,,,,,0,166,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.792174000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
169,green,,,,,,,,,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.7921432000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
170,green,,,,,,,,,,,,,,,,,0,168,168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.7916657000023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
171,green,,,,,,,,,,,,,,,,,0,169,169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.789904300007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
172,green,,,,,,,,,,,,,,,,,0,170,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.7895154000144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
173,green,,,,,,,,,,,,,,,,,0,171,171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.7895392999926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
174,green,,,,,,,,,,,,,,,,,0,172,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.784564600006,598.2842579999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
175,green,,,,,,,,,,,,,,,,,0,173,173,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.7917638999934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
176,green,,,,,,,,,,,,,,,,,0,174,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.7915880999935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
177,green,,,,,,,,,,,,,,,,,0,175,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.7909974000067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
178,green,,,,,,,,,,,,,,,,,0,176,176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.7925051999919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
179,green,,,,,,,,,,,,,,,,,0,177,177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.7939685000165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
180,yellow,,,,,,,,,,,,,,,,,0,178,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.7891947000171,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
181,yellow,,,,,,,,,,,,,,,,,0,179,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.7880361000134,605.2877270000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
182,yellow,,,,,,,,,,,,,,,,,0,180,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.7932009999931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
183,yellow,,,,,,,,,,,,,,,,,0,181,181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.79459580002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
184,yellow,,,,,,,,,,,,,,,,,0,182,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.7931114000094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
185,yellow,,,,,,,,,,,,,,,,,0,183,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.7929276000068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
186,yellow,,,,,,,,,,,,,,,,,0,184,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.7939848999958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
187,yellow,,,,,,,,,,,,,,,,,0,185,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.7938126999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
188,yellow,,,,,,,,,,,,,,,,,0,186,186,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.793899900018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
189,yellow,,,,,,,,,,,,,,,,,0,187,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.7938196000177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
190,yellow,,,,,,,,,,,,,,,,,0,188,188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.7932925000205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
191,yellow,,,,,,,,,,,,,,,,,0,189,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.7932389000198,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
192,yellow,,,,,,,,,,,,,,,,,0,190,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.7885086000024,616.2880809000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
193,yellow,,,,,,,,,,,,,,,,,0,191,191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.794515000016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
194,yellow,,,,,,,,,,,,,,,,,0,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.7923489999957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
195,yellow,,,,,,,,,,,,,,,,,0,193,193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.7902982000087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
196,yellow,,,,,,,,,,,,,,,,,0,194,194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.7903418000205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
197,yellow,,,,,,,,,,,,,,,,,0,195,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.791398100002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
198,yellow,,,,,,,,,,,,,,,,,0,196,196,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.7860216000117,622.2857727000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
199,yellow,,,,,,,,,,,,,,,,,0,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.7927425999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
200,yellow,,,,,,,,,,,,,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.7938437999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
201,yellow,,,,,,,,,,,,,,,,,0,199,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.7931205000204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
202,yellow,,,,,,,,,,,,,,,,,0,200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.7944062000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
203,yellow,,,,,,,,,,,,,,,,,0,201,201,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.7940453000192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
204,yellow,,,,,,,,,,,,,,,,,0,202,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.7939049999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
205,yellow,,,,,,,,,,,,,,,,,0,203,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.7950986000069,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
206,yellow,,,,,,,,,,,,,,,,,0,204,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.7940048000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
207,yellow,,,,,,,,,,,,,,,,,0,205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.7891405000119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
208,yellow,,,,,,,,,,,,,,,,,0,206,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.786275099992,632.2861838999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
209,yellow,,,,,,,,,,,,,,,,,0,207,207,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.7915410000132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
210,yellow,,,,,,,,,,,,,,,,,0,208,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.7898258999921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
211,yellow,,,,,,,,,,,,,,,,,0,209,209,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.7910386000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
212,yellow,,,,,,,,,,,,,,,,,0,210,210,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.7907985000056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
213,yellow,,,,,,,,,,,,,,,,,0,211,211,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.7911135000177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
214,yellow,,,,,,,,,,,,,,,,,0,212,212,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.7919839000097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
215,yellow,,,,,,,,,,,,,,,,,0,213,213,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.7927709000069,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
216,yellow,,,,,,,,,,,,,,,,,0,214,214,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.793932200002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
217,yellow,,,,,,,,,,,,,,,,,0,215,215,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.7941684999969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
218,yellow,,,,,,,,,,,,,,,,,0,216,216,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.7907396999944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
219,yellow,,,,,,,,,,,,,,,,,0,217,217,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.7899564999971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
220,yellow,,,,,,,,,,,,,,,,,0,218,218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.7866837000183,644.2865279999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
221,yellow,,,,,,,,,,,,,,,,,0,219,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.7931611000095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
222,yellow,,,,,,,,,,,,,,,,,0,220,220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.793109899998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
223,yellow,,,,,,,,,,,,,,,,,0,221,221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.794518300012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
224,yellow,,,,,,,,,,,,,,,,,0,222,222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.7940900000103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
225,yellow,,,,,,,,,,,,,,,,,0,223,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.7941539000021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
226,yellow,,,,,,,,,,,,,,,,,0,224,224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.7941903000174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
227,yellow,,,,,,,,,,,,,,,,,0,225,225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.7901155000145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
228,yellow,,,,,,,,,,,,,,,,,0,226,226,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.7860583000001,652.2861128000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
229,yellow,,,,,,,,,,,,,,,,,0,227,227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.7938527000078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
230,yellow,,,,,,,,,,,,,,,,,0,228,228,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.7939387999941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
231,yellow,,,,,,,,,,,,,,,,,0,229,229,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.7938312000188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
232,yellow,,,,,,,,,,,,,,,,,0,230,230,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.7932545999938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
233,yellow,,,,,,,,,,,,,,,,,0,231,231,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.7938295000058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
234,yellow,,,,,,,,,,,,,,,,,0,232,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.7933665000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
235,yellow,,,,,,,,,,,,,,,,,0,233,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.7951080000203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
236,yellow,,,,,,,,,,,,,,,,,0,234,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.791146500007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
